council,year,type,process,tonnage
Aberdeen City,2013,Chemical wastes,Organics recycled,
Aberdeen City,2013,Chemical wastes,Recovered by incineration,
Aberdeen City,2013,Chemical wastes,Recovered by co-incineration,
Aberdeen City,2013,Chemical wastes,Managed by other methods,
Aberdeen City,2013,Chemical wastes,Disposed by incineration,
Aberdeen City,2013,Chemical wastes,Landfilled,
Aberdeen City,2013,Combustion wastes,Generated,
Aberdeen City,2013,Combustion wastes,Prepared for reuse,
Aberdeen City,2013,Combustion wastes,Recycled,
Aberdeen City,2013,Combustion wastes,Organics recycled,
Aberdeen City,2013,Combustion wastes,Recovered by incineration,
Aberdeen City,2013,Combustion wastes,Recovered by co-incineration,
Aberdeen City,2013,Combustion wastes,Managed by other methods,
Aberdeen City,2013,Combustion wastes,Disposed by incineration,
Aberdeen City,2013,Combustion wastes,Landfilled,0
Aberdeen City,2013,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Generated,833.84
Aberdeen City,2013,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Prepared for reuse,
Aberdeen City,2013,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,836.36
Aberdeen City,2013,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Organics recycled,
Aberdeen City,2013,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recovered by incineration,
Aberdeen City,2013,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recovered by co-incineration,
Aberdeen City,2013,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Managed by other methods,
Aberdeen City,2013,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Disposed by incineration,
Aberdeen City,2013,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,
Aberdeen City,2013,Discarded vehicles,Generated,
Aberdeen City,2013,Discarded vehicles,Prepared for reuse,
Aberdeen City,2013,Discarded vehicles,Recycled,
Aberdeen City,2013,Discarded vehicles,Organics recycled,
Aberdeen City,2013,Discarded vehicles,Recovered by incineration,
Aberdeen City,2013,Discarded vehicles,Recovered by co-incineration,
Aberdeen City,2013,Discarded vehicles,Managed by other methods,
Aberdeen City,2013,Discarded vehicles,Disposed by incineration,
Aberdeen City,2013,Discarded vehicles,Landfilled,
Aberdeen City,2013,Glass wastes,Generated,4095.94
Aberdeen City,2013,Glass wastes,Prepared for reuse,
Aberdeen City,2013,Glass wastes,Recycled,4150.32
Aberdeen City,2013,Glass wastes,Organics recycled,
Aberdeen City,2013,Glass wastes,Recovered by incineration,
Aberdeen City,2013,Glass wastes,Recovered by co-incineration,
Aberdeen City,2013,Glass wastes,Managed by other methods,
Aberdeen City,2013,Glass wastes,Disposed by incineration,
Aberdeen City,2013,Glass wastes,Landfilled,
Aberdeen City,2013,Health care and biological wastes,Generated,
Aberdeen City,2013,Health care and biological wastes,Prepared for reuse,
Aberdeen City,2013,Health care and biological wastes,Recycled,
Aberdeen City,2013,Health care and biological wastes,Organics recycled,
Aberdeen City,2013,Health care and biological wastes,Recovered by incineration,
Aberdeen City,2013,Health care and biological wastes,Recovered by co-incineration,
Aberdeen City,2013,Health care and biological wastes,Managed by other methods,
Aberdeen City,2013,Health care and biological wastes,Disposed by incineration,
Aberdeen City,2013,Health care and biological wastes,Landfilled,
Aberdeen City,2013,Household and similar wastes,Generated,60577.8
Aberdeen City,2013,Household and similar wastes,Prepared for reuse,
Aberdeen City,2013,Household and similar wastes,Recycled,0
Aberdeen City,2013,Household and similar wastes,Organics recycled,0
Aberdeen City,2013,Household and similar wastes,Recovered by incineration,
Aberdeen City,2013,Household and similar wastes,Recovered by co-incineration,24.39
Aberdeen City,2013,Household and similar wastes,Managed by other methods,
Aberdeen City,2013,Household and similar wastes,Disposed by incineration,84.68
Aberdeen City,2013,Household and similar wastes,Landfilled,58990.36
Aberdeen City,2013,"Metallic wastes, ferrous",Generated,0
Aberdeen City,2013,"Metallic wastes, ferrous",Prepared for reuse,
Aberdeen City,2013,"Metallic wastes, ferrous",Recycled,338.04
Aberdeen City,2013,"Metallic wastes, ferrous",Organics recycled,
Aberdeen City,2013,"Metallic wastes, ferrous",Recovered by incineration,
Aberdeen City,2013,"Metallic wastes, ferrous",Recovered by co-incineration,
Aberdeen City,2013,"Metallic wastes, ferrous",Managed by other methods,
Aberdeen City,2013,"Metallic wastes, ferrous",Disposed by incineration,
Aberdeen City,2013,"Metallic wastes, ferrous",Landfilled,
Aberdeen City,2013,"Metallic wastes, mixed ferrous and non-ferrous",Generated,801.37
Aberdeen City,2013,"Metallic wastes, mixed ferrous and non-ferrous",Prepared for reuse,
Aberdeen City,2013,"Metallic wastes, mixed ferrous and non-ferrous",Recycled,890.14
Aberdeen City,2013,"Metallic wastes, mixed ferrous and non-ferrous",Organics recycled,
Aberdeen City,2013,"Metallic wastes, mixed ferrous and non-ferrous",Recovered by incineration,
Aberdeen City,2013,"Metallic wastes, mixed ferrous and non-ferrous",Recovered by co-incineration,
Aberdeen City,2013,"Metallic wastes, mixed ferrous and non-ferrous",Managed by other methods,
Aberdeen City,2013,"Metallic wastes, mixed ferrous and non-ferrous",Disposed by incineration,
Aberdeen City,2013,"Metallic wastes, mixed ferrous and non-ferrous",Landfilled,
Aberdeen City,2013,"Metallic wastes, non-ferrous",Generated,0
Aberdeen City,2013,"Metallic wastes, non-ferrous",Prepared for reuse,
Aberdeen City,2013,"Metallic wastes, non-ferrous",Recycled,159.03
Aberdeen City,2013,"Metallic wastes, non-ferrous",Organics recycled,
Aberdeen City,2013,"Metallic wastes, non-ferrous",Recovered by incineration,
Aberdeen City,2013,"Metallic wastes, non-ferrous",Recovered by co-incineration,
Aberdeen City,2013,"Metallic wastes, non-ferrous",Managed by other methods,
Aberdeen City,2013,"Metallic wastes, non-ferrous",Disposed by incineration,
Aberdeen City,2013,"Metallic wastes, non-ferrous",Landfilled,
Aberdeen City,2013,Mineral waste from construction and demolition,Generated,2733.6
Aberdeen City,2013,Mineral waste from construction and demolition,Prepared for reuse,
Aberdeen City,2013,Mineral waste from construction and demolition,Recycled,3193.51
Aberdeen City,2013,Mineral waste from construction and demolition,Organics recycled,
Aberdeen City,2013,Mineral waste from construction and demolition,Recovered by incineration,
Aberdeen City,2013,Mineral waste from construction and demolition,Recovered by co-incineration,
Aberdeen City,2013,Mineral waste from construction and demolition,Managed by other methods,
Aberdeen City,2013,Mineral waste from construction and demolition,Disposed by incineration,
Aberdeen City,2013,Mineral waste from construction and demolition,Landfilled,
Aberdeen City,2013,Mixed and undifferentiated materials,Generated,1237.12
Aberdeen City,2013,Mixed and undifferentiated materials,Prepared for reuse,
Aberdeen City,2013,Mixed and undifferentiated materials,Recycled,14.62
Aberdeen City,2013,Mixed and undifferentiated materials,Organics recycled,
Aberdeen City,2013,Mixed and undifferentiated materials,Recovered by incineration,
Aberdeen City,2013,Mixed and undifferentiated materials,Recovered by co-incineration,
Aberdeen City,2013,Mixed and undifferentiated materials,Managed by other methods,
Aberdeen City,2013,Mixed and undifferentiated materials,Disposed by incineration,
Aberdeen City,2013,Mixed and undifferentiated materials,Landfilled,61.13
Aberdeen City,2013,Paper and cardboard wastes,Generated,6703.73
Aberdeen City,2013,Paper and cardboard wastes,Prepared for reuse,
Aberdeen City,2013,Paper and cardboard wastes,Recycled,6943.63
Aberdeen City,2013,Paper and cardboard wastes,Organics recycled,
Aberdeen City,2013,Paper and cardboard wastes,Recovered by incineration,
Aberdeen City,2013,Paper and cardboard wastes,Recovered by co-incineration,
Aberdeen City,2013,Paper and cardboard wastes,Managed by other methods,
Aberdeen City,2013,Paper and cardboard wastes,Disposed by incineration,
Aberdeen City,2013,Paper and cardboard wastes,Landfilled,
Aberdeen City,2013,Plastic wastes,Generated,0
Aberdeen City,2013,Plastic wastes,Prepared for reuse,
Aberdeen City,2013,Plastic wastes,Recycled,687.57
Aberdeen City,2013,Plastic wastes,Organics recycled,
Aberdeen City,2013,Plastic wastes,Recovered by incineration,
Aberdeen City,2013,Plastic wastes,Recovered by co-incineration,
Aberdeen City,2013,Plastic wastes,Managed by other methods,
Aberdeen City,2013,Plastic wastes,Disposed by incineration,
Aberdeen City,2013,Plastic wastes,Landfilled,
Aberdeen City,2013,Rubber wastes,Generated,
Aberdeen City,2013,Rubber wastes,Prepared for reuse,
Aberdeen City,2013,Rubber wastes,Recycled,
Aberdeen City,2013,Rubber wastes,Organics recycled,
Aberdeen City,2013,Rubber wastes,Recovered by incineration,
Aberdeen City,2013,Rubber wastes,Recovered by co-incineration,
Aberdeen City,2013,Rubber wastes,Managed by other methods,
Aberdeen City,2013,Rubber wastes,Disposed by incineration,
Aberdeen City,2013,Rubber wastes,Landfilled,
Aberdeen City,2013,Soils,Generated,
Aberdeen City,2013,Soils,Prepared for reuse,
Aberdeen City,2013,Soils,Recycled,
Aberdeen City,2013,Soils,Organics recycled,
Aberdeen City,2013,Soils,Recovered by incineration,
Aberdeen City,2013,Soils,Recovered by co-incineration,
Aberdeen City,2013,Soils,Managed by other methods,
Aberdeen City,2013,Soils,Disposed by incineration,
Aberdeen City,2013,Soils,Landfilled,
Aberdeen City,2013,Textile wastes,Generated,887.29
Aberdeen City,2013,Textile wastes,Prepared for reuse,
Aberdeen City,2013,Textile wastes,Recycled,920.64
Aberdeen City,2013,Textile wastes,Organics recycled,
Aberdeen City,2013,Textile wastes,Recovered by incineration,
Aberdeen City,2013,Textile wastes,Recovered by co-incineration,
Aberdeen City,2013,Textile wastes,Managed by other methods,
Aberdeen City,2013,Textile wastes,Disposed by incineration,
Aberdeen City,2013,Textile wastes,Landfilled,
Aberdeen City,2013,Used oils,Generated,14.57
Aberdeen City,2013,Used oils,Prepared for reuse,
Aberdeen City,2013,Used oils,Recycled,14.57
Aberdeen City,2013,Used oils,Organics recycled,
Aberdeen City,2013,Used oils,Recovered by incineration,
Aberdeen City,2013,Used oils,Recovered by co-incineration,
Aberdeen City,2013,Used oils,Managed by other methods,
Aberdeen City,2013,Used oils,Disposed by incineration,
Aberdeen City,2013,Used oils,Landfilled,
Aberdeen City,2013,Vegetal wastes,Generated,11207.79
Aberdeen City,2013,Vegetal wastes,Prepared for reuse,
Aberdeen City,2013,Vegetal wastes,Recycled,
Aberdeen City,2013,Vegetal wastes,Organics recycled,11371.56
Aberdeen City,2013,Vegetal wastes,Recovered by incineration,
Aberdeen City,2013,Vegetal wastes,Recovered by co-incineration,
Aberdeen City,2013,Vegetal wastes,Managed by other methods,
Aberdeen City,2013,Vegetal wastes,Disposed by incineration,
Aberdeen City,2013,Vegetal wastes,Landfilled,
Aberdeen City,2013,Wood wastes,Generated,1930.17
Aberdeen City,2013,Wood wastes,Prepared for reuse,
Aberdeen City,2013,Wood wastes,Recycled,2333.99
Aberdeen City,2013,Wood wastes,Organics recycled,
Aberdeen City,2013,Wood wastes,Recovered by incineration,
Aberdeen City,2013,Wood wastes,Recovered by co-incineration,
Aberdeen City,2013,Wood wastes,Managed by other methods,
Aberdeen City,2013,Wood wastes,Disposed by incineration,
Aberdeen City,2013,Wood wastes,Landfilled,
Aberdeen City,2013,Subtotal,Generated,94116.59
Aberdeen City,2013,Subtotal,Prepared for reuse,
Aberdeen City,2013,Subtotal,Recycled,20486.56
Aberdeen City,2013,Subtotal,Organics recycled,14469.48
Aberdeen City,2013,Subtotal,Recovered by incineration,
Aberdeen City,2013,Subtotal,Recovered by co-incineration,24.39
Aberdeen City,2013,Subtotal,Managed by other methods,
Aberdeen City,2013,Subtotal,Disposed by incineration,84.68
Aberdeen City,2013,Subtotal,Landfilled,59051.49
Aberdeen City,2014,Animal and mixed food waste,Generated,3679.74
Aberdeen City,2014,Animal and mixed food waste,Prepared for reuse,
Aberdeen City,2014,Animal and mixed food waste,Recycled,
Aberdeen City,2014,Animal and mixed food waste,Organics recycled,3669.61
Aberdeen City,2014,Animal and mixed food waste,Recovered by incineration,
Aberdeen City,2014,Animal and mixed food waste,Recovered by co-incineration,
Aberdeen City,2014,Animal and mixed food waste,Managed by other methods,
Aberdeen City,2014,Animal and mixed food waste,Disposed by incineration,
Aberdeen City,2014,Animal and mixed food waste,Landfilled,10.12
Aberdeen City,2014,Batteries and accumulators wastes,Generated,16.15
Aberdeen City,2014,Batteries and accumulators wastes,Prepared for reuse,
Aberdeen City,2014,Batteries and accumulators wastes,Recycled,16.15
Aberdeen City,2014,Batteries and accumulators wastes,Organics recycled,
Aberdeen City,2014,Batteries and accumulators wastes,Recovered by incineration,
Aberdeen City,2014,Batteries and accumulators wastes,Recovered by co-incineration,
Aberdeen City,2014,Batteries and accumulators wastes,Managed by other methods,
Aberdeen City,2014,Batteries and accumulators wastes,Disposed by incineration,
Aberdeen City,2014,Batteries and accumulators wastes,Landfilled,
Aberdeen City,2014,Chemical wastes,Generated,
Aberdeen City,2014,Chemical wastes,Prepared for reuse,
Aberdeen City,2014,Chemical wastes,Recycled,
Aberdeen City,2014,Chemical wastes,Organics recycled,
Aberdeen City,2014,Chemical wastes,Recovered by incineration,
Aberdeen City,2014,Chemical wastes,Recovered by co-incineration,
Aberdeen City,2014,Chemical wastes,Managed by other methods,
Aberdeen City,2014,Chemical wastes,Disposed by incineration,
Aberdeen City,2014,Chemical wastes,Landfilled,
Aberdeen City,2014,Combustion wastes,Generated,
Aberdeen City,2014,Combustion wastes,Prepared for reuse,
Aberdeen City,2014,Combustion wastes,Recycled,
Aberdeen City,2014,Combustion wastes,Organics recycled,
Aberdeen City,2014,Combustion wastes,Recovered by incineration,
Aberdeen City,2014,Combustion wastes,Recovered by co-incineration,
Aberdeen City,2014,Combustion wastes,Managed by other methods,
Aberdeen City,2014,Combustion wastes,Disposed by incineration,
Aberdeen City,2014,Combustion wastes,Landfilled,71.49
Aberdeen City,2014,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Generated,1169.52
Aberdeen City,2014,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Prepared for reuse,
Aberdeen City,2014,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,1170.91
Aberdeen City,2014,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Organics recycled,
Aberdeen City,2014,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recovered by incineration,
Aberdeen City,2014,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recovered by co-incineration,
Aberdeen City,2014,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Managed by other methods,
Aberdeen City,2014,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Disposed by incineration,
Aberdeen City,2014,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,
Aberdeen City,2014,Discarded vehicles,Generated,
Aberdeen City,2014,Discarded vehicles,Prepared for reuse,
Aberdeen City,2014,Discarded vehicles,Recycled,
